date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:34:53	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.2f2.delayed	(from https://www.unikin.ac.cd/en/echos-de-la-colline-inspiree-ensemble-faisons-de-notre-universite-un-levier-de-transformation-par-la-recherche-l-innovation-et-le-developpement)
19:34:53	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.2f3.delayed	(from https://www.unikin.ac.cd/en/revue-unikin-fevrier-2026-intitule-echos-de-la-colline-inspiree)
19:34:53	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.2f4.delayed	(from https://www.unikin.ac.cd/en/revue-unikin-fevrier-2026-intitule-echos-de-la-colline-inspiree)
19:34:53	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.2f5.delayed	(from https://www.unikin.ac.cd/en/bulletin-institutionnel-echos-de-la-colline-inspiree-1er-numero)
19:34:53	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.2f6.delayed	(from https://www.unikin.ac.cd/en/bulletin-institutionnel-echos-de-la-colline-inspiree-1er-numero)
19:34:53	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.2f7.delayed	(from https://www.unikin.ac.cd/en/une-centrale-a-effet-vortex-developpee-a-l-unikin-une-innovation-prometteuse-au-service-de-l-electrification-de-la-rdc)
19:34:53	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.2f8.delayed	(from https://www.unikin.ac.cd/en/une-centrale-a-effet-vortex-developpee-a-l-unikin-une-innovation-prometteuse-au-service-de-l-electrification-de-la-rdc)
19:34:53	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.2f9.delayed	(from https://www.unikin.ac.cd/en/madame-sandrine-ngalula-mubenga-brevetee-aux-etats-unis-lunikin-a-lhonneur)
19:34:53	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.2fa.delayed	(from https://www.unikin.ac.cd/en/madame-sandrine-ngalula-mubenga-brevetee-aux-etats-unis-lunikin-a-lhonneur)
19:34:53	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.2fb.delayed	(from https://www.unikin.ac.cd/en/des-etudiants-de-la-faculte-des-sciences-pharmaceutiques-fabriquent-la-creme-perfecto-pouvant-soigner-les-acnes-les-vergetures-et-les-taches-cutanees)
19:34:53	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.2fc.delayed	(from https://www.unikin.ac.cd/en/des-etudiants-de-la-faculte-des-sciences-pharmaceutiques-fabriquent-la-creme-perfecto-pouvant-soigner-les-acnes-les-vergetures-et-les-taches-cutanees)
19:34:54	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.2fd.delayed	(from https://www.unikin.ac.cd/en/des-etudiants-de-la-faculte-polytechnique-de-lunikin-fabriquent-un-refrigerateur-a-partir-dune-glaciere-et-des-cables-electriques-recycles)
19:34:54	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.2fe.delayed	(from https://www.unikin.ac.cd/en/des-etudiants-de-la-faculte-polytechnique-de-lunikin-fabriquent-un-refrigerateur-a-partir-dune-glaciere-et-des-cables-electriques-recycles)
19:34:56	81071/81071	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:34:28%20GMT	https://www.unikin.ac.cd/en/gestion-durable-des-dechets-solides-des-menages-a-kinshasa-contribution-a-la-problematique-de-financement-et-dassainissement	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/gestion-durable-des-dechets-solides-des-menages-a-kinshasa-contribution-a-la-problematique-de-financement-et-dassainissement.html	(from https://www.unikin.ac.cd/en/nos-theses)
19:34:56	69381/69381	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:34:40%20GMT	https://www.unikin.ac.cd/en/nos-theses?page=3	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/nos-theses9ba9.html	(from https://www.unikin.ac.cd/en/nos-theses)
19:34:59	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.300.delayed	(from https://www.unikin.ac.cd/en/le-projet-cerebro-de-lir-pierre-sedi-vient-de-remporter-le-1er-prix-a-la-premiere-edition-de-la-competition-africaine-des-jeunes-en-intelligence-artificielle-et-robotique)
19:34:59	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.301.delayed	(from https://www.unikin.ac.cd/en/le-projet-cerebro-de-lir-pierre-sedi-vient-de-remporter-le-1er-prix-a-la-premiere-edition-de-la-competition-africaine-des-jeunes-en-intelligence-artificielle-et-robotique)
19:34:59	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.302.delayed	(from https://www.unikin.ac.cd/en/unite-de-recherche-de-bioecologie-et-lutte-antivectorielle-biolav)
19:34:59	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.303.delayed	(from https://www.unikin.ac.cd/en/unite-de-recherche-de-bioecologie-et-lutte-antivectorielle-biolav)
19:34:59	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.304.delayed	(from https://www.unikin.ac.cd/en/un-etudiant-de-polytech-propose-une-solution-innovante-a-1-million-usd-pour-lelectrification-rurale)
19:34:59	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.305.delayed	(from https://www.unikin.ac.cd/en/un-etudiant-de-polytech-propose-une-solution-innovante-a-1-million-usd-pour-lelectrification-rurale)
19:34:59	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.306.delayed	(from https://www.unikin.ac.cd/en/une-delegation-detudiants-de-la-faculte-des-sciences-venus-presenter-leurs-oeuvres-desprit)
19:34:59	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.307.delayed	(from https://www.unikin.ac.cd/en/une-delegation-detudiants-de-la-faculte-des-sciences-venus-presenter-leurs-oeuvres-desprit)
19:35:00	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.308.delayed	(from https://www.unikin.ac.cd/en/des-emballages-biodegradables-en-papier-oeuvres-des-etudiants-de-la-faculte-des-sciences-economiques)
19:35:00	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.309.delayed	(from https://www.unikin.ac.cd/en/des-emballages-biodegradables-en-papier-oeuvres-des-etudiants-de-la-faculte-des-sciences-economiques)
19:35:00	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.30a.delayed	(from https://www.unikin.ac.cd/en/atelier-des-scientifiques-et-des-experts-des-ressources-en-eau-sur-la-validation-des-curricula-des-specialisations-du-programme-de-master-en-ressources-en-eau)
19:35:00	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.30b.delayed	(from https://www.unikin.ac.cd/en/atelier-des-scientifiques-et-des-experts-des-ressources-en-eau-sur-la-validation-des-curricula-des-specialisations-du-programme-de-master-en-ressources-en-eau)
19:35:00	0/-1	---M--	302	error ('')			https://www.unikin.ac.cd/en/alumni-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/alumni-de-lunikin.30c.delayed	(from https://www.unikin.ac.cd/en/partenariat-scientifique)
19:35:00	0/-1	---M--	301	error ('')			https://www.unikin.ac.cd/alumni	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/alumni.30d.delayed	(from https://www.unikin.ac.cd/en/partenariat-scientifique)
19:35:02	67417/67417	---M--	200	added ('OK')	image/jpeg	etag:%2210759-628458f43a9ff%22	https://www.unikin.ac.cd/wp-content/uploads/2024/12/polytech_refrigetrateur-1.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/12/polytech_refrigetrateur-1.jpg	(from https://www.unikin.ac.cd/en/des-etudiants-de-la-faculte-polytechnique-de-lunikin-fabriquent-un-refrigerateur-a-partir-dune-glaciere-et-des-cables-electriques-recycles)
19:35:03	93052/93052	---M--	200	added ('OK')	image/jpeg	etag:%2216b7c-65694f6c50a89%22	https://www.unikin.ac.cd/uploads/content/slider/20260714_164735_3144351e.jpeg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/uploads/content/slider/20260714_164735_3144351e.jpg	(from https://www.unikin.ac.cd/le-recteur-jean-marie-kayembe-ntumba-lance-la-deuxieme-edition-du-festival-national-des-hommes-de-lettres)
19:35:04	90084/90084	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:34:59%20GMT	https://www.unikin.ac.cd/invitation-a-la-matinee-scientifique-sur-ajustement-budgetaire-et-stabilite-du-cadre-macroeconomique-face-au-choc-securitaire	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/invitation-a-la-matinee-scientifique-sur-ajustement-budgetaire-et-stabilite-du-cadre-macroeconomique-face-au-choc-securitaire.html	(from https://www.unikin.ac.cd/le-recteur-jean-marie-kayembe-ntumba-lance-la-deuxieme-edition-du-festival-national-des-hommes-de-lettres)
19:35:05	88904/88904	---M--	200	added ('OK')	image/jpeg	etag:%2215b48-631c936b343b1%22	https://www.unikin.ac.cd/wp-content/uploads/2025/04/trophe-de-la-masculiite-positive.jpeg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2025/04/trophe-de-la-masculiite-positive.jpg	(from https://www.unikin.ac.cd/le-recteur-jean-marie-kayembe-ntumba-lance-la-deuxieme-edition-du-festival-national-des-hommes-de-lettres)
19:35:06	69957/69957	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:35:01%20GMT	https://www.unikin.ac.cd/university-of-kinshasa-profile	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/university-of-kinshasa-profile.html	(from https://www.unikin.ac.cd/le-recteur-jean-marie-kayembe-ntumba-lance-la-deuxieme-edition-du-festival-national-des-hommes-de-lettres)
19:35:09	69754/69754	---M--	200	added ('OK')	image/jpeg	etag:%221107a-656633e0939ea%22	https://www.unikin.ac.cd/uploads/content/slider/20260712_052822_54588635.jpeg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/uploads/content/slider/20260712_052822_54588635.jpg	(from https://www.unikin.ac.cd/l-unikin-au-11th-international-symposium-for-cooperation-on-infectious-diseases)
19:35:10	150654/150654	---M--	200	added ('OK')	image/jpeg	etag:%2224c7e-5e9ba94f0c91f%22	https://www.unikin.ac.cd/wp-content/uploads/2022/09/UNIKIN-2.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2022/09/UNIKIN-2.jpg	(from https://www.unikin.ac.cd/le-recteur-jean-marie-kayembe-ntumba-lance-la-deuxieme-edition-du-festival-national-des-hommes-de-lettres)
19:35:10	345544/345544	---M--	200	added ('OK')	image/jpeg	etag:%22545c8-631bb0ec17f5b%22	https://www.unikin.ac.cd/wp-content/uploads/2025/04/chapiteau.jpeg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2025/04/chapiteau.jpg	(from https://www.unikin.ac.cd/le-recteur-jean-marie-kayembe-ntumba-lance-la-deuxieme-edition-du-festival-national-des-hommes-de-lettres)
19:35:11	154770/154770	---M--	200	added ('OK')	image/jpeg	etag:%2225c92-656633e0939ea%22	https://www.unikin.ac.cd/uploads/content/slider/20260712_052822_e44f505a.jpeg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/uploads/content/slider/20260712_052822_e44f505a.jpg	(from https://www.unikin.ac.cd/l-unikin-au-11th-international-symposium-for-cooperation-on-infectious-diseases)
19:35:11	174164/174164	---M--	200	added ('OK')	image/jpeg	etag:%222a854-656633e092a4a%22	https://www.unikin.ac.cd/uploads/content/slider/20260712_052822_28aebdee.jpeg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/uploads/content/slider/20260712_052822_28aebdee.jpg	(from https://www.unikin.ac.cd/l-unikin-au-11th-international-symposium-for-cooperation-on-infectious-diseases)
19:35:12	73631/73631	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:35:08%20GMT	https://www.unikin.ac.cd/le-departement-de-medecine-tropicale-de-l-unikin-a-installe-un-site-d-essai-clinique-au-sein-de-l-hopital-general-de-boende	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/le-departement-de-medecine-tropicale-de-l-unikin-a-installe-un-site-d-essai-clinique-au-sein-de-l-hopital-general-de-boende.html	(from https://www.unikin.ac.cd/l-unikin-au-11th-international-symposium-for-cooperation-on-infectious-diseases)
19:35:13	224676/224676	---M--	200	added ('OK')	image/jpeg	etag:%2236da4-651207323ca37%22	https://www.unikin.ac.cd/uploads/content/slider/20260506_064112_d1f1f86c.jpeg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/uploads/content/slider/20260506_064112_d1f1f86c.jpg	(from https://www.unikin.ac.cd/l-unikin-au-11th-international-symposium-for-cooperation-on-infectious-diseases)
19:35:19	74242/74242	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:35:09%20GMT	https://www.unikin.ac.cd/en/polytechnic-skills-lexcellence-et-linnovation-des-futurs-ingenieurs-de-lunikin	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/polytechnic-skills-lexcellence-et-linnovation-des-futurs-ingenieurs-de-lunikin.html	(from https://www.unikin.ac.cd/polytechnic-skills-lexcellence-et-linnovation-des-futurs-ingenieurs-de-lunikin)
19:35:25	76306/76306	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:35:09%20GMT	https://www.unikin.ac.cd/en/facultes-et-entites/	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/facultes-et-entites/index.html	(from https://www.unikin.ac.cd/facultes-et-entites/)
19:35:28	72047/72047	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:35:17%20GMT	https://www.unikin.ac.cd/en/les-rebellions-armees-dans-lhistoire-contemporaine-du-congo	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/les-rebellions-armees-dans-lhistoire-contemporaine-du-congo.html	(from https://www.unikin.ac.cd/les-rebellions-armees-dans-lhistoire-contemporaine-du-congo)
19:35:30	395719/395719	---M--	200	added ('OK')	image/jpeg	etag:%22609c7-6303cf6d36446%22	https://www.unikin.ac.cd/wp-content/uploads/2025/03/rebellion.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2025/03/rebellion.jpg	(from https://www.unikin.ac.cd/les-rebellions-armees-dans-lhistoire-contemporaine-du-congo)
19:35:34	80042/80042	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:35:26%20GMT	https://www.unikin.ac.cd/en/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024.html	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:35	96213/96213	---M--	200	added ('OK')	image/jpeg	etag:%22177d5-627a98e91af42%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-6.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-6.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:37	96745/96745	---M--	200	added ('OK')	image/jpeg	etag:%22179e9-627a98eb53cd4%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-7.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-7.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:37	83620/83620	---M--	200	added ('OK')	image/jpeg	etag:%22146a4-627a98ed261c6%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-8.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-8.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:39	112941/112941	---M--	200	added ('OK')	image/jpeg	etag:%221b92d-627a98effb358%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-10.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-10.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:39	81200/81200	---M--	200	added ('OK')	image/jpeg	etag:%2213d30-627a98f1a192a%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-11.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-11.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:40	75259/75259	---M--	200	added ('OK')	image/jpeg	etag:%22125fb-627a98ee77067%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-9.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-9.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:42	86709/86709	---M--	200	added ('OK')	image/jpeg	etag:%22152b5-627a98f36effc%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-12.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-12.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:42	137517/137517	---M--	200	added ('OK')	image/jpeg	etag:%222192d-627a98f506b6d%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-13.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-13.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:43	107329/107329	---M--	200	added ('OK')	image/jpeg	etag:%221a341-627a98f805510%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-14.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-14.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:43	85771/85771	---M--	200	added ('OK')	image/jpeg	etag:%2214f0b-627a98f9fc3f2%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-15.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-15.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:44	121563/121563	---M--	200	added ('OK')	image/jpeg	etag:%221dadb-627a97d9ba3b4%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-1.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-1.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:45	121563/121563	---M--	200	added ('OK')	image/jpeg	etag:%221dadb-627a98fb93f63%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-1-1.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-1-1.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:45	97252/97252	---M--	200	added ('OK')	image/jpeg	etag:%2217be4-627a98fd7c3e5%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-2.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-2.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:45	67681/67681	---M--	200	added ('OK')	image/jpeg	etag:%2210861-627a990112368%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-4.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-4.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:45	114701/114701	---M--	200	added ('OK')	image/jpeg	etag:%221c00d-627a98ff250c7%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-3.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-3.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:48	57802/57802	---M--	200	added ('OK')	image/jpeg	etag:%22e1ca-627a9902ac5ea%22	https://www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-5.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/11/Le-Salon-des-sciences-5.jpg	(from https://www.unikin.ac.cd/le-salon-des-sciences-des-technologies-et-des-innovations-environnementales-pour-le-developpement-durable-du-26-au-28-novembre-2024)
19:35:53	73814/73814	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:35:44%20GMT	https://www.unikin.ac.cd/en/seminaire-scientifique-sur-le-mosaicisme-genetique-et-ses-implications-dans-les-maladies-humaines	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/seminaire-scientifique-sur-le-mosaicisme-genetique-et-ses-implications-dans-les-maladies-humaines.html	(from https://www.unikin.ac.cd/seminaire-scientifique-sur-le-mosaicisme-genetique-et-ses-implications-dans-les-maladies-humaines)
19:35:54	76999/76999	---M--	200	added ('OK')	image/jpeg	etag:%2212cc7-6250b68fa4079%22	https://www.unikin.ac.cd/wp-content/uploads/2024/10/Masaicisme-genetique-et-maladies-Humaines.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2024/10/Masaicisme-genetique-et-maladies-Humaines.jpg	(from https://www.unikin.ac.cd/seminaire-scientifique-sur-le-mosaicisme-genetique-et-ses-implications-dans-les-maladies-humaines)
19:35:56	54197/54197	---M--	200	added ('OK')	image/jpeg	etag:%22d3b5-634eb3b3545de%22	https://www.unikin.ac.cd/wp-content/uploads/2025/05/Prof-MBUYAMBA.jpg	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/wp-content/uploads/2025/05/Prof-MBUYAMBA.jpg	(from https://www.unikin.ac.cd/un-de-derniers-articles-ou-le-prof-jr-mbuyamba-etait-co-auteur)
19:35:59	87987/87987	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2018:35:52%20GMT	https://www.unikin.ac.cd/en/un-de-derniers-articles-ou-le-prof-jr-mbuyamba-etait-co-auteur	C:/Mes%20Sites%20Web/ISC-KINDU/www.unikin.ac.cd/en/un-de-derniers-articles-ou-le-prof-jr-mbuyamba-etait-co-auteur.html	(from https://www.unikin.ac.cd/un-de-derniers-articles-ou-le-prof-jr-mbuyamba-etait-co-auteur)
